GeneID	RF01	RF02	RF03	RF04	RF05	RF06	RF07	RF08	RF09	RF10	RF11	RF12
AT3G09220	448	476	528	346	370	532	284	162	236	234	232	121
AT3G09230	119	158	145	163	160	171	136	158	111	185	178	180
AT3G09240	15	20	29	29	30	45	18	12	11	39	39	27
AT3G09250	272	277	247.009	502.043	492	440	248	297.017	270	538.446	505.013	474.031
AT3G09260	37094	39061	44446.991	18475.957	17869	15209	34338	28164.983	26153	65992.554	65621.987	50150.969
AT3G09270	325	365	380	395	345	367	1181	1011	1074	1058	861	883
AT3G09280	12	3	5	3	1	4	0	3	4	10	10	8
AT3G09285	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09290	10	8	5	11	18	22	0	0	0	12	7	3
AT3G09300	1182.112	1196.932	1372.477	1447.008	1451.522	1536.854	1441.574	1542.548	1338.571	2550.428	2123.485	2123.468
AT3G09310	25.888	31.068	19.523	44.992	68.478	60.146	29.426	24.452	22.429	46.572	46.515	28.532
AT3G09320	577	488	592	522	484	582	641	639	627	552	535	556
AT3G09330	39	39	36	17	27	27	0	3	2	16	19	1
AT3G09340	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09350	284	255	337	371	309	391	308	291	298	548	432	513
AT3G09360	317	270	373	414	396	436	320	294	277	409	368	370
AT3G09370	205	193	224	259	268	338	255	293	203	271	290	268
AT3G09375	1	1	4	4	4	2	0	0	0	2	3	2
AT3G09380	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09385	0	0	0	0	0	3	0	1	1	0	0	0
AT3G09390	8820	9979	7989	14732	12416	13566	14226	14854	13635	17032	15641	16042
AT3G09400	0	0	0	0	2	1	3	1	4	0	2	0
AT3G09405	29	34	34	104	82	170	52	48	33	87	86	54
AT3G09410	340	336	499	559	556	593	385	388	321	647	600	671
AT3G09430	14	31	30	33	29	41	8	13	11	48	59	60
AT3G09440	5396	4998	6464	5273	4866	6300	7866	7377	6911	8488	8050	8239
AT3G09450	4	6	0	5	4	2	8	6	3	8	8	2
AT3G09470	1159	1028	1246	1046	1081	1053	1249	1165	1000	1230	1048	1122
AT3G09480	29	21	32	56	67	86	14	22	47	76	64	75
AT3G09490	58	40	60	90	74	88	89	73	67	98	108	53
AT3G09500	7484	8363	7335	7833	7730	6972	3779	3952	3283	7234	7648	7588
AT3G09510	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09520	5	9	20	42	79	47	12	9	15	61	66	78
AT3G09530	1	0	0	1	1	1	0	0	0	0	0	0
AT3G09540	67	111	114	156	164	174	49	50	32	244	209	271
AT3G09550	26	43	42	32	42	32	16	28	20	25	32	27
AT3G09560	432	493	548	568	526	623	450	461	406	770	572	643
AT3G09570	636	646	704	808	772	954	869	875	783	1382	1300	1344
AT3G09580	758	867	717	435	388	236	448	493	381	197	167	212
AT3G09585	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09590	11	24	7	0	2	0	9	11	4	0	0	0
AT3G09595	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09600	1364	1688	1693	737	590	834	1731	1881	1553	631	523	605
AT3G09620	0	2	0	2	0	1	3	1	5	0	3	0
AT3G09630	8199	7895	8812	8984	9568	8882	4582	4603	3998	12330	12030	12449
AT3G09640	0	2	0	3	3	0	1	0	2	1	0	2
AT3G09650	1201	1209	1140	666	663	529	695	844	670	499	551	513
AT3G09660	86	104	121	129	148	155	93	71	72	149	114	115
AT3G09670	364	439	423	391	417	377	324	344	263	365	371	435
AT3G09680	21	19	20	24	35	34	5	4	4	51	27	36
AT3G09690	563	584	634	599	650	640	611	609	515	948	826	859
AT3G09700	192	188	193	267	239	258	132	147	123	284	287	317
AT3G09710	211	174	247	189	177	180	242	227	207	483	464	455
AT3G09720	397	397	496	488	438	458	187	229	180	529	488	577
AT3G09730	41	51	42	63	86	56	29	51	35	123	104	79
AT3G09735	671	724	808	1115	1053	1074	806	850	781	1064	1015	1104
AT3G09740	1782	1625	1582	1949	1977	1749	2598	2548	2124	2593	2193	2240
AT3G09750	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09760	680	675	748	498	483	470	653	684	632	509	448	464
AT3G09770	818	881	892	977	941	955	1239	1343	1195	1354	1225	1310
AT3G09780	220	228	258	187	197	143	186	215	168	384	374	322
AT3G09790	44	49	72	63	62	74	84	64	51	84	75	55
AT3G09800	99	102	95	250	235	212	43	36	35	267	240	239
AT3G09810	342	361	570	591	646	764	397	349	443	1267	1136	1098
AT3G09820	3187	3151	3681	5589	5693	5111	1768	1643	1352	11988	10235	11235
AT3G09830	249	255	333	575	539	718	611	489	494	422	394	439
AT3G09840	11292	10738	11831	11875	11674	12781	12114	12068	10521	15560	14040	14535
AT3G09850	1711	1629	2081	1479	1383	1468	1618	1738	1417	1759	1780	1762
AT3G09860	1169	1529	1201	1957	1627	1353	889	912	959	1195	1378	1252
AT3G09863	0	0	0	0	0	0	1	0	0	0	0	0
AT3G09870	0	1	2	0	3	5	0	0	5	8	5	35
AT3G09880	842	771	932	610	616	554	847	808	714	657	587	617
AT3G09890	269	208	250	290	334	353	191	184	183	407	364	444
AT3G09900	715	721	809	847	781	829	519	567	473	575	658	546
AT3G09910	54	40	81	145	141	160	55	85	42	198	155	190
AT3G09915	0	1	1	0	1	1	0	4	0	0	0	0
AT3G09920	997.001	1110	1089.001	637	642	663	906	811	704.999	583	463	445
AT3G09922	0	0	0	0	0	3	0	0	0	4	6	0
AT3G09925	100	44	179	108	117	98	27	20	19	446	298	257
AT3G09930	0	0	0	0	0	0	0	0	0	1	0	0
AT3G09940	658	296	597	326	339	375	97	93	70	283	217	293
AT3G09950	1	3	0	19	18	34	2	12	2	30	43	10
AT3G09960	12	21	19	44	49	74	20	2	4	12	11	4
AT3G09970	355	350	417	547	390	497	346	375	326	504	438	494
AT3G09975	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09980	1378	1622	1637	1711	1644	1507	1313	1398	1351	1642	1687	1694
AT3G09990	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10000	3	17	23	12	11	12	5	2	5	16	33	13
AT3G10010	501	575	682	632	584	628	471	416	306	415	422	340
AT3G10015	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10020	2864	2615	2497	3016	2673	2351	2635	2883	2614	897	731	895
AT3G10030	960	834	1023	957	777	869	839	901	811	938	864	838
AT3G10035	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10040	114	81	122	240	253	253	30	50	36	637	1075	451
AT3G10050	970	1030.123	1032	1016	1032	949	475.232	454	348	1194	1278	1047
AT3G10060	1117	1417.939	1082	1104.908	1014	797	963	925	882	473	473	397
AT3G10070	174	183.061	193	219.092	215	206	177	189	140	263	216	290
AT3G10080	142	143	152	148	163	141	58	84	67	297	289	271
AT3G10090	345	375	380	760	682	607	276	317	246	616	698	605
AT3G10100	17	17	27	20	30	28	21	6	16	57	34	41
AT3G10110	82.355	82.039	95.436	109.682	183.256	141.618	58.583	49.057	42.496	209.357	206.999	209.111
AT3G10113	0	0	0	1.084	0	0	1.103	0	0	0	0	0
AT3G10114	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10116	17	9	5	0	0	0	2	2	8	3	1	0
AT3G10120	249	260	186	248	287	286	115	161	117	133	139	130
AT3G10130	719	821	627	654	564	557	877	957	804	469	482	493
AT3G10140	470	501	422	517	530	453	236	289	242	372	394	424
AT3G10150	6	5	6	4	0	0	3	8	5	17	11	14
AT3G10160	1128	1246	1363	1024	888	703	971	1025	847	831	866	843
AT3G10180	106	81	190	213	194	179	79	85	57	216	204	191
AT3G10185	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10190	154	193	217	319	407	453	177	277	214	426	581	590
AT3G10195	1	0	0	0	0	1	3	0	0	0	0	0
AT3G10200	84	93	56	152	121	184	45	28	33	223	204	241
AT3G10210	355	402	329	473	434	476	399	336	348	502	368	446
AT3G10220	533	492.256	586	725.526	662	723	431.933	475	437.646	772.646	632	669
AT3G10230	2378	2663.744	2353	1196.474	1210	1004	1786.067	1810	1702.355	890.354	907	859
AT3G10240	0	1	0	0	0	0	0	0	0	0	0	0
AT3G10250	596	604	741	665	617	790	825	794	721	705	574	577
AT3G10260	759	856	870	909	925	934	812.999	849	768.999	908	920	859
AT3G10270	788	826	873	867	823	746	494	482	354	777	877	715
AT3G10280	3.705	7.231	10.219	0	0	0	1.213	7.963	1.078	1.039	0	0
AT3G10282	0	0	0	1	0	0	0	0	0	0	0	1
AT3G10290	5	8	2	49	33	58	21	14	11	48	29	45
AT3G10300	289.999	218	291	468.999	484	482	898	922	823.001	950	880	883.001
AT3G10310	111	99	143	300	266	260	74	99	71	434	334	350
AT3G10320	18	53	69	90	107	192	97	123	157	46	56	57
AT3G10330	354	363	443	532	477	484	312	329	311	679	594	589
AT3G10340	389	333	454	390	418	391	563	505	458	770	531	598
AT3G10350	1103.857	1129.291	1237.916	1111.617	967.223	1022.485	897.63	954.372	860.735	1001.107	785.135	935.17
AT3G10360	569.143	518.709	756.084	1040.383	934.778	907.515	685.37	752.628	563.265	1213.894	1015.865	967.83
AT3G10370	553	528	657	882	861	909	762	703	746	1505	1341	1394
AT3G10380	1682	1656	2260	1987	1794	2135	2592	2586	2295	2855	2167	2227
AT3G10390	412	489	599	504	488	464	391	396	387	486	510	463
AT3G10400	82	125	95	106	116	102	139	168	120	153	110	135
AT3G10405	735	847	684	899	789	765	609	526	538	257	241	179
AT3G10410	2461	2239	2769	2909	2769	3033	2760	2941	2638	4907	4260	4226
AT3G10415	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10420	1067	1167	1147	1882	1729	2243	1440	1317	1210	1417	1254	1306
AT3G10430	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10439	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10440	128	143	135	201	209	274	82	112	93	186	179	191
AT3G10450	265	238	297	124	134	125	579	659	596	261	227	273
AT3G10460	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10470	6	8	14	9	18	8	0	1	0	25	18	19
AT3G10480	624	672	693	627	587	607	483	591	477	572	543	513
AT3G10490	732	740	905	721	722	876	913	965	771	866	782	922
AT3G10500	609	627	757	770	663	984	1095	1017	866	737	535	653
AT3G10510	0	0	0	0	1	2	0	2	0	7	6	9
AT3G10520	773	839	750	1354	1177	887	611	581	614	2192	1938	1785
AT3G10525	329	309	312	326	474	445	610	825	779	1231	1034	1055
AT3G10526	1	2	6	3	2	6	0	0	0	1	0	0
AT3G10530	384	367	411	528	508	575	297	291	239	779	715	779
AT3G10540	408	430	582	505	509	439	504	528	528	787	688	655
AT3G10550	526	513	717	641	607	533	570	607	499	622	542	555
AT3G10560	0	0	0	1	1	1	0	0	2	5	2	4
AT3G10570	27	36	35	162	159	141	10	13	17	147	99	105
AT3G10572	376	417	342	429	429	377	289	288	232	245	249	256
AT3G10575	1	0	0	0	0	1	0	0	0	0	0	0
AT3G10580	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10585	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10590	1	3	0	0	0	4	0	0	0	1	0	0
AT3G10595	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10600	7	4	17	6	4	8	1	3	3	5	8	5
AT3G10610	772	865	768	874	903	970	387	448	303	1149	1248	1312
AT3G10620	417.351	459.984	408.654	583.076	552.437	476.575	295.99	334.09	211.778	581.221	459.338	540.561
AT3G10630	239.649	204.016	238.346	269.924	313.563	319.425	170.01	197.91	185.222	327.779	328.662	337.439
AT3G10640	374	391	417	659	569	739	786	746	740	832	659	709
AT3G10650	2293	2281	2905	1625	1581	1645	1679	1893	1648	2216	2169	2187
AT3G10660	170	153	273	297	312	313	199	197	183	829	660	552
AT3G10670	1057	1261	1188	1212	1128	973	990	1108	1009	1057	1046	939
AT3G10680	2	1	10	8	17	7	4	3	1	17	14	10
AT3G10690	912	1027	1208	1381	1186	1091	649	636	570	1602	1579	1577
AT3G10700	295	323	332	377	327	339	194	215	222	309	329	344
AT3G10710	56	25	103	42	40	47	9	6	3	303	234	215
AT3G10720	1096	1031	1560	1101	1088	1000	5307	5579	5244	5073	4327	3784
AT3G10730	399	349	483	414	363	376	415	468	427	575	544	589
AT3G10740	1796	1849	2447	1595	1344	1461	4642	4730	4309	1091	922	811
AT3G10745	6	1	5	4	5	6	0	1	1	5	2	3
AT3G10750	0	0	2	1	1	1	1	0	2	0	2	0
AT3G10760	668	631	787	604	703	685	799	729	716	749	686	694
AT3G10770	2701	2723	2619	1927	1950	1837	2422	2408	2104	1708	1580	1603
AT3G10780	3	1	0	9	5	5	0	1	2	0	1	4
AT3G10790	0	0	0	0	0	0	0	0	1	0	0	0
AT3G10800	745	796	1002	756	790	958	1390	1354	1283	1069	966	1056
AT3G10810	632	622	614	586	622	581	831	726	606	1054	975	973
AT3G10815	15	19	25	13	15	28	357	399	380	172	121	129
AT3G10820	111	146	180	201	171	200	275	241	220	238	192	222
AT3G10840	307	352	339	243	296	220	171	159	138	223	254	236
AT3G10845	0	0	0	0	0	1	0	0	0	0	0	0
AT3G10850	1542	1756	1525	2776	2645	2542	1614	1637	1514	2655	2581	2584
AT3G10860	1572	1680	1699	3484	3231	3296	1424	1450	1199	4599	4478	4538
AT3G10870	36	51	66	130	107	116	10	15	4	44	45	30
AT3G10880	11	17	10	61	39	62	27	37	16	74	57	95
AT3G10890	0	0	0	1	0	0	0	2	0	1	0	0
AT3G10900	0	0	0	0	0	1	0	0	0	0	0	1
AT3G10910	213	175	214	128	175	147	197	166	161	174	156	124
AT3G10915	350	385	415	633	475	649	577	554.999	488	637	518	574
AT3G10920	2023	2090	2172	3311	3600	3387	1971	2064	1860	5418	5026	4881
AT3G10930	16	7	13	39	67	172	85	86	166	141	153	379
AT3G10940	181	206	187	490	427	425	92	115	82	565	480	556
AT3G10950	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10960	232	234	307	205	272	238	249	243	219	492	427	410
AT3G10970	1679	1773	1664	1398	1296	1176	1253	1380	1338	934.999	925	801
AT3G10974	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10980	697	750	757	579	543	533	823	955	808	1061	1003	949
AT3G10985	3046	2986	2914	1799	1814	2082	6991	7283	6165	1579	1558	1690
AT3G10986	1	0	6	13	8	7	4	6	2	9	16	8
AT3G10990	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11000	22	22	28	13	25	16	11	20	9	12	40	45
AT3G11010	98.64	54.998	66.427	766.042	573.287	1457.178	203.266	132	119.21	259.465	192.162	298.546
AT3G11020	66	64	55	77	62	78	105	125	161	86	88	120
AT3G11030	245	266	364	387	372	418.689	317	377	320	618	475	544
AT3G11040	56	71	91	125	157	136	34	61	48	150	155	126
AT3G11050	68	59	130	79	57	125	29	34	30	489	287	423
AT3G11060	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11070	614	661	711	732	690	708	381	394	385	959	887	988
AT3G11080	57.36	37.002	91.573	121.941	79.713	170.822	120.734	88	79.79	97.535	76.838	89.454
AT3G11090	77	116	75	147	127	138	96	82	80	41	56	37
AT3G11100	924	937	938	753	694	739	829	950	857	587	537	598
AT3G11110	197	263	168	31	38	31	124	175	138	11	12	22
AT3G11120	370	433	418	970	921	872	249	241	237	958	803	959
AT3G11130	5723	5356	7955	5710	5711	6125	7289.471	7002	6519	10564	8762	8783
AT3G11150	10	22	19	3	5	1	9	10	5	5	10	6
AT3G11160	1	2	0	0	1	1	2	4	1	6	5	2
AT3G11165	1	1	0	0	1	0	0	0	0	0	0	1
AT3G11170	7547	8140.898	7070	3056	2765	2092	4117	4512	3775	2372	2167	1825
AT3G11180	0	0	0	7	2	2	5	4	2	99	58	56
AT3G11200	1042	1057	1081	1612	1426	1548	1341	1276	1224	2057	1726	1857
AT3G11210	180	194	232	362	312	302	285	364	327	855	751	711
AT3G11220	253	255	263	299	270	325	210	205	144	281	234	264
AT3G11230	229	253	188	417	322	415	255	201	212	273	252	232
AT3G11240	158	179	251	291	262	268	171	180	173	332	268	258
AT3G11250	743	803	918	1061	1009	1078	450	481	440	1561	1600	1573
AT3G11260	10	14	18	53	51	49	6	6	7	52	61	63
AT3G11270	195	213	248	574	512	526	246	275	250	661	577	572
AT3G11280	972	941	1093	1213	1222	1189	928	1052	919	1047	1051	1061
AT3G11290	417	448	424	481	360	393	359	326	347	388	397	411
AT3G11300	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11310	0	0	0	0	0	0	0	1	0	0	0	1
AT3G11320	451	429	558	601	624	658	663	672	561	1246	879	1038
AT3G11325	2	0	0	0	0	1	1	0	3	1	2	0
AT3G11330	536	505	613	573	664	681	745	839	623	1147	1039	1062
AT3G11340	248	212	256	276	300	437	1205	1153	1089	1021	673	726
AT3G11350	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11370	13	8	16	4	8	4	3	8	3	4	11	9
AT3G11380	0	0	0	0	1	0	0	0	0	0	1	0
AT3G11385	39	17	41	16	13	14	12	5	4	25	17	16
AT3G11390	6	5	5	1	2	4	25	16	21	16	15	12
AT3G11395	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11397	402.123	419.535	447.841	441.297	427.485	437.459	539.738	595.323	538.331	611.491	583.213	561.281
AT3G11400	2440	2404	2603	2602	2681	2555	1800	1847	1710	3361	3370	3316
AT3G11402	28.877	38.465	45.158	47.704	64.515	87.541	86.262	46.676	57.669	46.509	32.787	57.719
AT3G11405	0	0	0	0	0	0	0	0	0	0	1	0
AT3G11410	959	958	1087	2778	2296	3363	1280	1479	1684	3316	2587	3286
AT3G11415	8	3	6	6	2	7	5	6	2	0	5	2
AT3G11420	431	404	468	568	539	630	1314	1503	1264	1192	923	1060
AT3G11430	96	86	76	166	207	221	363	422	381	314	268	222
AT3G11435	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11440	114	139	146	138	104	145	188	174	202	174	170	155
AT3G11450	4478	4062	4649	3030	2995	2876	3464	3567	3135	2402	2474	2433
AT3G11460	52	50	63	73	58	47	36	41	30	55	77	59
AT3G11470	125	165.999	155	157	121.999	112.001	90	102	84	99.999	112	102
AT3G11480	0	0	0	0	0	0	0	0	1	0	0	0
AT3G11490	502	544	542	433	419	391	371	473	387	528	479	439
AT3G11500	438	406	459	698	632	588	273	283	219	626	590	589
AT3G11510	5565	5791	5600	6483	6435	5845	3410	3437	2669	7290	7390	7611
AT3G11520	55	56	94	210	213	189	27	36	12	287	243	281
AT3G11530	383	370	421	469	386	453	537	566	517	467	446	398
AT3G11540	1443	1363	1693	1337	1243	1344	1221	1273	1055	1574	1376	1477
AT3G11550	185	89	169	83	120	157	274	352	297	370	226	264
AT3G11560	3907.237	4144.71	4777.331	2719.582	2586.057	2270.307	3855.363	3932.51	3521.192	1818.163	1856.256	1632.506
AT3G11570	40.764	16.29	53.669	47.419	44.942	43.692	224.638	184.49	173.807	226.836	116.744	148.493
AT3G11580	52	58	69	99	69	110	94	92	82	180	146	159
AT3G11590	713.988	731.728	814	932.62	997.267	901.604	871	952.723	746	1379.355	1330.742	1317.888
AT3G11591	6.012	10.272	5	19.38	15.733	12.396	6	5.277	15	14.645	11.258	15.112
AT3G11600	244	273	210	326	306	360	76	129	130	179	220	189
AT3G11620	269	258.999	272	275	286	308	254	261	267	211	230	221
AT3G11630	8357	9854	8655	9961	9352	6467	5808	6030	5016	5834	6311	5300
AT3G11640	9	5	12	18	12	7	5	4	7	10	10	10
AT3G11650	92	163	127	158	172	214	185	141	201	256	315	330
AT3G11660	926	994	934	684	681	842	1342	1287	1232	1015	886	931
AT3G11670	1354	1630	1527	1241	1342	1434	1010	975	895	956	1014	891
AT3G11673	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11680	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11690	310	306	303	266	284	286	815	1020	886	479	434	396
AT3G11700	3141	2979	3006	1745	1700	1432	5214	5497	5017	3157	2852	2591
AT3G11710	1904	1986	2515	3365	2896	3270	1544	1481	1374	3823	3843	3698
AT3G11720	273	309	357	313	316	313	239	266	226	324	341	276
AT3G11730	675	665	778	985	855	976	488	607	523	965	925	908
AT3G11740	1	6	3	0	1	0	1	2	5	0	0	0
AT3G11745	32	25	15	59	60	53	20	14	31	35	32	51
AT3G11750	53	58	34	54	46	41	31	32	52	45	32	41
AT3G11760	570	565	570	468	454	373	519	608	563	508	473	468
AT3G11770	533	496	549	383	420	423	505	508	413	397	410	482
AT3G11773	2	2	2	5	3	7	5	11	3	3	4	8
AT3G11780	948	954	1043	1362	1243	1313	1621	1580	1539	1542	1294	1412
AT3G11800	800	752	916	918	950	977	1181	1097	1078	1796	1558	1456
AT3G11810	838.434	686	861	757.708	640	723	965	931.88	874.87	758	724	670
AT3G11820	534	573	621	811	726	1046	1167	1126	1039	981	878	919
AT3G11825	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11830	3243	2885	3484	3478	3462	3501	1594	1668	1302	4271	4036	4309
AT3G11840	44	74	37	142	103	172	179	175	105	119	108	106
AT3G11850	160	164	223	253	236	281	211	193	171	284	231	222
AT3G11860	0	0	0	0	0	3	0	0	0	3	1.006	0
AT3G11870	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11880	367	451	446	611	590	689	616	585	607	603	549	584
AT3G11890	330	362	398	413	321	379	312	336	281	378	312.994	337
AT3G11900	412	456	371	419	330	391	636	566	580	548	484	418
AT3G11910	2407	2351	2997	2915	2657	2855	2694	2788	2382	3557	3138	3109
AT3G11920	5	16	11	0	0	0	2	1	1	0	0	0
AT3G11930	2542	3028.999	3145	2412	2252	2111	10969	12387	13069	3279	3082.001	2404
AT3G11940	9028	9407	9159	9116	9098	8478	5009	4987	4067	8999	9202	9642
AT3G11945	768	987	847	715	645	616	655	608	578	573	528	480
AT3G11950	145	182	187	211	196	229	251	248	231	369	326	307
AT3G11960	1174	1062	1612	1211	1054	1202	1186	1144	1009	1296	1084	1110
AT3G11964	1890	1667	2722	2016	1693	1889	1051	1181	867	2415	2179	2191
AT3G11970	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11980	0	0	0	0	4	2	0	2	1	0	0	2
AT3G11990	0	0	0	0	0	0	0	0	0	0	0	0
AT3G12000	0	0	0	0	0	0	0	0	0	0	0	0
AT3G12010	817	764	982	1056	899	1068	711	678	615	1175	974	929
AT3G12020	951	852	1153	1220	993	1025	1052	1188	958	1102	964	959
AT3G12030	296	269	291	319	342	301	334	347	302	523	466	461
AT3G12040	29	37	34	59	64	107	84	79	72	81	58	52
AT3G12050	1242	1275	1419	1382	1351	1368	1074	1106	974	1715	1624	1641
AT3G12060	27	27	25	20	28	28	8	8	4	28	34	34
AT3G12070	69	62	73	125	83	127	81	84	55	119	112	136
AT3G12080	2242	2370	2339	2319	2165	1654	1258	1315	1087	1228	1287	1238
AT3G12090	347	293	374	288	285	258	342	362	335	277	320	327
AT3G12100	249	269	392	405	410	521	358	331	293	331	280	287
AT3G12110	639	610	701	463	449	399	312	312	242	817	771	711
AT3G12120	42946	42183	42456	19872	20476	18471	35555	37555	31977	21927	21503	22307
AT3G12130	655	834	829	787	756	773	734	820	685	913	836	928
AT3G12140	671	808.999	804	810	802	798	938	975.999	860	797	796	729
AT3G12143	0	0	0	0	0	0	0	0	0	0	1	0
AT3G12145	56	90	58	399	341	338	33	42	28	578	608	672
AT3G12150	627	712	653	390	450	374	538	561	497	349	399	344
AT3G12160	6	4	0	0	3	0	0	0	3	0	0	0
AT3G12170	61	67	64	102	99	92	36	32	31	123	108	122
AT3G12180	172	216	186	188	212	172	228	216	185	292	289	279
AT3G12190	0	0	0	0	1	4	0	0	0	0	0	0
AT3G12200	616	674	717	773	670	830	491	547	423	699	733	757
AT3G12203	11	18	9	28	8	14	3	7	10	9	6	3
AT3G12210	295	360	336	389	430	359	348	292	299	354	359	348
AT3G12220	68	77	156	56	52	120	128	145	108	18	15	19
AT3G12230	5	0	3	1	1	5	18	18	10	6	3	8
AT3G12240	47	47	70	25	16	24	8	5	9	96	78	98
AT3G12250	278	258	300	310.999	276	298	323	286	273.999	263	288	288
AT3G12260	1043	1047	1028	1743	1679	1724	1129	1115	1049	2698	2632	2591
AT3G12270	407	373	450	482	427	414	171	229	249	616	640	689
AT3G12280	802	882	1103	1138	994	1033	743	802	686	1539	1347	1440
AT3G12290	1167	1246	1275	2253	2222	2229	1239	1269	1084	2382	2104	2086
AT3G12300	276	258	196	405	392	430	327	300	247	276	258	260
AT3G12320	224	264	300	593	558	649	486	448	446	333	277	307
AT3G12340	185	196	211	264	238	237	157	165	130	384	288	296
AT3G12345	3056	3522	2874	1575	1528	1075	2177	2344	2233	718	734	573
AT3G12350	407	484	490	573	545	589	590	610	581	784	660	641
AT3G12360	1168	1239	1188	1483	1450	1621	1323	1147	1145	1355	1258	1213
AT3G12370	352	362	349	435	449	415	196	275	222	654	587	689
AT3G12380	379	388	530	517	444	452	390	369	342	527	490	478
AT3G12390	1929	1933	1841	2725	2618	2548	1351	1391	1170	3219	3032	3285
AT3G12400	814	795	861	695	714	706	1166	1060	1055	876	876	888
AT3G12410	5	1	4	24	27	32	1	1	1	11	26	23
AT3G12420	0	0	0	0	0	0	0	0	0	0	0	0
AT3G12430	0	0	0	0	0	0	0	0	0	0	0	0
AT3G12440	0	2	2	0	1	1	0	0	0	1	2	2
AT3G12450	0	0	0	1	1	0	0	0	0	0	0	0
AT3G12460	4	3	8	13	4	2	1	1	0	7	4	9
AT3G12470	2	2	0	2	1	2	0	1	2	1	3	1
AT3G12480	775	807	924	847	786	829	1028	946	909	894	825	872
AT3G12490	1127	1244	1073	2710	2744	2998	1318	1201	1124	3165	2712	2821
AT3G12500	60.606	55	88.552	703.443	688.505	856.341	475.509	409.546	346	1161.096	1359.693	878
AT3G12502	1.394	0	6.448	1.557	7.495	3.659	6.491	1.454	0	7.904	2.307	0
AT3G12510	35	24	33	90	79	94	97	116	88	187	147	163
AT3G12520	72	96	107	236	218	209	115	78	58	349	381	300
AT3G12530	111	131	110	134	125	88	79	62	68	123	136	125
AT3G12540	17	10	35	28	22	23	2	4	0	74	52	38
AT3G12545	0	0	0	0	0	0	0	0	0	0	0	0
AT3G12550	268	251	384	431	405	452	220	211	182	399	395	370
AT3G12560	659	561	824	1038	941	1070	1167	1196	1068	1702	1357	1365
AT3G12570	1479.999	1473	1642.999	1034.001	1050.001	1037	1656	1635	1584	1242	1180.001	1161.999
AT3G12580	2043	1788	2448	859	733	1060	2269	2382	2264	3631	2434	3810
AT3G12585	0	0	0	0	0	0	0	0	0	0	0	0
AT3G12587	184	199	191	337	267	292	134	155	130	291	296	354
AT3G12590	1269	1087	1584	938	900	834	1251	1290	1222	1067	995	890
AT3G12600	923	1046	1101	1225	1215	1172	832	855	705	1249	1177	1113
AT3G12610	1021	1017	1389	1395	1929	1417	2083	2233	1905	5527	5011	4690
AT3G12620	790	868	784	798	780	822	1070	1134	1045	1102	985	967
AT3G12630	2246	2474	2021	1689	1697	1775	2704	2779	2830	1858	1877	1771
AT3G12640	618	619	758	723	654	750	624	650	554	654	604	644
AT3G12650	409	363	381	398	406	432	329	324	351	401	439	446
AT3G12660	0	0	0	0	0	1	0	0	0	0	0	0
AT3G12670	1416	1460	1603	1907	1701	1676	989	1128	888	2153	1967	2211
AT3G12680	590	529	690	529	489	558	542	439	413	565	466	523
AT3G12685	132	134	132	125	118	96	101	123	81	87	55	61
AT3G12690	181	172	216	161	184	177	196	160	153	239	176	198
AT3G12700	171	183	214	364	430	430	1113	1120	918	2727	2343	1758
AT3G12710	262	241	321	777	755	815	1348	1380	1480	2318	1915	1869
AT3G12720	10	20	14	49	19	39	21	8	7	29	28	36
AT3G12730	116	117	157	121	96	137	64	66	65	47	100	54
AT3G12740	1230	1194	1229	1661	1508	2057	2372	2364	2173	1589	1539.993	1527
AT3G12750	89	55	60	161	236	217	97	95	57	486	604.007	589
