GeneID	RF01	RF02	RF03	RF04	RF05	RF06	RF07	RF08	RF09	RF10	RF11	RF12
AT1G04600	20	25	34	49	29	47	9	6	3	26	28	22
AT1G04610	43	52	75	68	43	51	13	8	8	71	54	83
AT1G04620	654	656	617	522	452	373	1349	1525	1362	1225	939	957
AT1G04625	0	0	0	0	0	0	0	0	1	0	0	0
AT1G04630	524	531	697	786	832	729	521	443	404	854	917	867
AT1G04635	46	43	29	48	41	58	15	29	29	75	70	72
AT1G04640	657	819	544	408	448	319	490	477	463	246	280	251
AT1G04645	0	0	0	0	0	2	0	0	0	2	0	0
AT1G04650	28	50	54	62	63	63	31	40	32	115	96	104
AT1G04660	2	2	10	21	5	4	7	14	2	80	46	59
AT1G04670	0	0	0	0	2	0	11	6	16	13	9	6
AT1G04680	819	768	1055	1641	1762	1625	2089	2308	2132	5520	4545	4385
AT1G04684	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04690	1459	1357	1647	2201	2067	2150	2273	2046	2148	3314	3224	3262
AT1G04700	47	56	107	97	83	93	108	123	88	363	257	239
AT1G04710	315	383	353	513	418	415	291	355	340	542	496	461
AT1G04720	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04730	130	170	153	244	188	180	88	91	74	228	244	259
AT1G04750	1333	1303	1264	2088	2027	2183	1818	1589	1630	2642	2289	2213
AT1G04760	15	21	19	54	57	47	18	18	11	63	61	67
AT1G04770	318	409	427	354	340	412	528	481	441	660	686	602
AT1G04778	5	2	0	5	1	6	1	1	1	7	3	7
AT1G04780	1335	1327	1718	1539	1342	1559	2053	2041	1906	1682	1711	1693
AT1G04790	451	584	659	734	716	721	503	524	498	658	627	593
AT1G04800	563	846	731	1180	1274	932	69	74	53	326	465	246
AT1G04810	1467	1462	1966	1850	1809	1839	1718	1696	1396	2519	2307	2332
AT1G04820	7472.233	7494.653	8597.581	8683.522	8965.515	8068.476	9676.458	10071.818	9255.951	17952.964	16687.931	16666.536
AT1G04830	353	394	434	416	319	472	597	653	583	578	443	579
AT1G04840	42	29	42	35	15	26	37	27	22	52	34	37
AT1G04850	1691	1771	1976	2739	2632	2810	1557	1486	1457	3555	3219	3199
AT1G04860	1154	1269	1341	988	959	936	1138	1259	1154	1230	1125	1085
AT1G04870	1061	1001	1222	1014	1055	1068	598	631	542	999	1107	1133
AT1G04880	48	68	72	17	5	16	19	43	30	13	14	8
AT1G04890	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04900	318	274	258	404	352	357	181	169	122	404	387	382
AT1G04910	608	636	794	992	883	1024	722	874	734	1476	1283	1220
AT1G04920	24	33	48	59	37	46	26	31	32	388	360	278
AT1G04930	103	150	136	105	94	120	124	120	109	137	127	99
AT1G04940	949.512	1135.383	930.791	1218.947	1205.686	1052.623	732.838	792.688	664.932	927.862	902.433	750.669
AT1G04945	167.488	173.617	173.21	259.053	196.313	236.377	142.162	165.313	191.067	290.139	262.567	295.332
AT1G04950	782	838	1034.999	776	737	723	580	642	607	741	653.999	657
AT1G04960	356	413	422	623	558	651	724	616	665	729	566	618
AT1G04970	586	604	610	1044	927	1128	1261	1277	1100	938	897	840
AT1G04980	280	262	323	391	416	418	736	657	735	684	614	714
AT1G04985	615	669	603	724	613	689	675	766	660	468	490	507
AT1G04990	137	143	202	602	540	678	273	243	214	955	765	819
AT1G05000	35	36	24	110	95	116	34	45	58	189	154	193
AT1G05010	5165	5827	5394	6878	6645	6355	2568	2647	2250	4767	5218	3935
AT1G05020	110	131	92	65	95	54	28	59	31	51	23	43
AT1G05030	253	257	300	434	378	412	275	294	240	293	260	250
AT1G05040	0	0	0	1	0	4	0	0	0	1	1	0
AT1G05055	308	345	336	279	321	276	266	225	196	429	416	368
AT1G05060	243	259	226	428	404	570	352	269	257	326	300	279
AT1G05061	16	17	5	6	6	16	7	5	4	7	11	9
AT1G05065	11	5	28	12	15	7	1	6	1	8	14	17
AT1G05070	392	506	406	405	434	356	384	405	400	428	424	449
AT1G05080	0	0	0	1	0	0	0	0	0	0	0	1
AT1G05085	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05090	197.326	169.464	137.587	235.675	121.689	190.947	197.331	215.707	193.977	193.369	168.304	147.628
AT1G05100	9	6	10	31	25	44	150	145	172	182	116	136
AT1G05120	452	453	599	706	648	708	588	544	454	730	630	705
AT1G05135	843	1150	1039	723	734	471	938	1144	878	718	852	750
AT1G05136	0	0	0	0	0	0	0	1	0	0	0	0
AT1G05140	1145	1326	1095	709	701	528	865	933	875	530	535	484
AT1G05150	863	883	942	1003	1080	999	679	772	706	1389	1358	1267
AT1G05160	336	326	272	326	302	297	163	218	148	261	186	248
AT1G05170	238	242	362	368	330	406	1192	1310	1302	809	656	680
AT1G05180	665	667	722	974	941	986	630	596	588	933	1013	908
AT1G05190	7877	9648	7337	7875	7517	5128	4630	5149	4521	3305	3708	3223
AT1G05200	1133	1285	1217	905	855	873	870	948	778	546	588	520
AT1G05205	173	177	185	393	452	412	100	127	121	603	531	503
AT1G05210	62	69	120	137	146	115	42	38	28	216	157	155
AT1G05220	21.039	19	28	27	35.269	36	31.153	25.238	22	39	28.92	34
AT1G05230	304.961	371	334.999	441	426.732	399	145.846	133.761	121	299.001	319.08	279.999
AT1G05240	415.721	159.574	720	257.67	328	324.974	0	60	62	454.609	450.928	501
AT1G05250	246.279	278.426	0	66.33	0	23.026	114	0	0	72.391	26.072	0
AT1G05260	944	637	1116	857	1094	943	314	342	302	1784	1466	1520
AT1G05270	544	608	723	814	768	762	623	718	645	1037	829	811
AT1G05280	44	32	103	74	82	80	20	12	7	147	112	152
AT1G05290	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05291	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05300	220	217	328	495	701	580	1280	1271	1138	762	1104	940
AT1G05310	29	43	36	51	49	61	16	17	21	13	21	12
AT1G05320	337.999	381	479	574.001	507	581	369	307	257.999	778	754	604
AT1G05330	0	6	0	0	0	1	1	1	2	2	1	1
AT1G05340	242	269	253	176	111	244	1962	1721	1849	330	230	230
AT1G05350	498	520	593	735	796	681	617	596	529	909	826	754
AT1G05360	344	382	436	474	422	484	290	323	262	496	483	499
AT1G05370	16	23	8	50	36	34	24	18	17	70	59	90
AT1G05380	1250	1276	1589	1169	1051	1171	1356	1484	1308	1621	1372	1383
AT1G05385	557	654	524	389	370	283	418	456	396	158	217	170
AT1G05390	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05400	15	23	36	31	23	31	35	44	40	51	26	52
AT1G05410	413	431	431	648	555	525	444	400	334	544	486	595
AT1G05420	22	7	19	19	42	24	52	75	62	66	61	59
AT1G05430	346	359	348	543	467	545	413	430	407	568	675	573
AT1G05440	29	24	41	94	104	99	7	6	8	83	93	139
AT1G05450	0	0	0	9	16	16	22	13	21	21	18	9
AT1G05460	334	345	379	455	409	427	202	222	155	533	496	486
AT1G05470	362	335	385	352	364	325	142	173	136	327	364	363
AT1G05490	25	24	13	34	37	38	31	29	29	70	69	67
AT1G05500	863	917	935	1071	1102	1076	1112	1124	982	1733	1477	1402
AT1G05510	1	0	0	31	32	81	1	0	4	2366	1310	2636
AT1G05520	883	824	972	1050	964	1127	1021	1041	956	1725	1436	1518
AT1G05530	34	18	52	27	60	48	69	41	31	126	87	113
AT1G05540	9	19	14	30	32	37	6	5	5	25	29	28
AT1G05550	1	0	2	0	2	0	0	3	1	1	2	0
AT1G05560	726.672	835.697	640.206	195.429	225.793	198.876	1728.247	2207.319	1967.362	543.378	408.17	407.78
AT1G05562	372.328	406.303	459.794	129.571	160.207	138.124	393.753	358.681	331.638	156.622	147.83	186.22
AT1G05570	2833	2514	4387	1748	1659	2279	2669	2378	1789	1457	1459	1190
AT1G05575	49	42	63	44	41	79	48	35	79	30	42	35
AT1G05577	12	13	10	25	11	21	4	7	3	20	24	19
AT1G05580	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05590	468	464	501	438	467	491	343	347	284	523	512	490
AT1G05600	237	319	227	220	220	188	191	227	183	212	170	195
AT1G05610	1	4	4	5	3	6	1	6	5	1	3	6
AT1G05615	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05620	251	289	376	518	481	462	261	250	191	1185	931	947
AT1G05630	430	505	612	624	561	582	304	257	205	529	519	442
AT1G05640	92	101	102	113	118	135	47	42	39	185	170	134
AT1G05650	73	32	94	126	165	173	38	23	7	761	263	583
AT1G05660	108	80	143	157	178	174	1710	1259	1044	2234	1355	1571
AT1G05670	191	198	300	273	215	250	198	155	172	250	264	243
AT1G05675	15	6	2	43	17	53	14	32	42	51	29	35
AT1G05680	52	64	71	164	103	187	929	1072	989	1606	840	1176
AT1G05690	154	195	117	59	60	45	145	162	138	73	79	71
AT1G05700	23	30	23	20	20	13	28	29	17	8	10	6
AT1G05710	118	135.999	115	230	185.999	265	249	209	205	478.999	368.001	440
AT1G05720	310.722	338.842	378.727	608.22	609.517	679.861	423.776	370.434	372.663	777.511	689.444	723.223
AT1G05730	28.278	13.158	22.273	47.78	59.483	63.139	13.224	27.566	14.337	94.489	69.556	72.777
AT1G05740	0	0	0	0	0	2	0	6	0	3	0	2
AT1G05750	188.794	228.772	219.27	180.215	181.995	167.615	130.763	130.31	144.289	128.562	140.55	166.016
AT1G05760	2.206	3.228	8.73	3.785	5.005	17.385	6.237	7.69	5.711	15.438	7.45	5.984
AT1G05770	1	4	3	6	19	17	1	5	7	6	6	1
AT1G05780	60	78	62	144	96	119	136	105	93	173	144	160
AT1G05785	108	138	118	128	109	153	161	177	142	134	153	180
AT1G05790	539	603	639	662	538	643	713	695	650	656	572	480
AT1G05800	0	0	0	0	0	0	0	0	0	3	0	0
AT1G05805	887	955	1144	878	799	871	978	910	830	357	325	359
AT1G05810	496	426	488	327	306	213	310	316	279	274	291	181
AT1G05820	65	49	72	46	42	37	92	63	75	52	55	30
AT1G05830	998	1087	1383	1309	1137	1232	1173	1302	1029	1092	998	970
AT1G05835	91	141	134	505	527	418	32	40	20	371	337	427
AT1G05840	785	852	939	829	720	900	994	1104	926	634	554	596
AT1G05850	11749	11717	12123	8219	8521	7531	23438	24345	22288	20156	18827	17044
AT1G05860	188	152	230	206	196	208	165	143	150	245	236	261
AT1G05870	333.001	372	422	769	773	978	262.999	259	196	966	902	958
AT1G05880	1	0	4	56	23	107	29	30	31	1	0	2
AT1G05890	2781	2704	3095	2240	2076	2371	3445	3660	2948	2149	1724	2021
AT1G05894	27	13	14	34	24	31	19	15	17	33	30	28
AT1G05900	349	413	361	310	263	296	372	388	365	228	161	243
AT1G05910	793	818	1067	908	834	865	654	701	520	1225	1146	1199
AT1G05920	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05925	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05930	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05940	776	739	912	871	848	881	976	935	817	1024	957	836
AT1G05950	99	94	115	166	138	157	66	70	32	208	187	190
AT1G05960	2286	2104	2812	1667	1537	1727	2521	2725	2409	2340	1858	1846
AT1G05970	147	112	124	135	185	133	95	81	103	151	149	121
AT1G05980	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05990	4	3	3	7	7	4	0	1	0	14	4	13
AT1G06000	312.464	317.012	308.083	608.196	589.701	663.914	189.983	198.636	177.641	1611.076	1592.424	1697.714
AT1G06002	6.536	7.988	9.917	9.804	27.299	7.086	3.017	6.364	14.359	47.924	59.576	65.286
AT1G06010	171	177	203	293	262	250	100	99	103	281	271	217
AT1G06020	10	5	7	12	6	3	19	17	11	6	9	5
AT1G06030	0	0	0	2	0	4.184	1	0	0	5	2	3
AT1G06040	1838	1892	1839	2449	2340	2342	3958	3846	3667	1838	1814	1801
AT1G06050	86	74	137	90	153	158	214	166	211	155	168	129
AT1G06060	367	399	411	487	470	493	785	708	646	558	452	507
AT1G06070	507	545	607	554	562	666	714	587	574	887	795	841
AT1G06080	38	71	61	691	669	638	3	15	10	473	536	397
AT1G06090	3	13	17	58	60	70	12	0	1	136	100	65
AT1G06100	0	0	3	118	130	119	0	0	0	100	119	100
AT1G06110	1127	1196	1228	1222	1040	1191	1068	1189	1003	1423	1155	1316
AT1G06120	30	20	40	19	24	10	23	7	17	103	61	77
AT1G06130	495	510	478	799	769	863	570	521	475	737	635	713
AT1G06135	0	0	0	2	0	1	0	0	1	2	0	0
AT1G06137	0	0	0	0	0	2	0	0	0	0	0	0
AT1G06140	26	35	26	31	34	26	23	40	25	43	48	30
AT1G06148	1	0	9	5	5	4	6	7	13	5	0	6
AT1G06149	917.452	1036.712	1146.248	993.834	935.06	941.432	775.26	836.351	703.804	950.917	888.529	913.029
AT1G06150	126.548	110.288	107.752	188.166	145.94	173.568	87.74	78.649	98.196	186.083	164.471	149.971
AT1G06160	13	18	8	24	40	49	7	13	2	31	36	15
AT1G06170	0	0	3	1	14	2	0	1	0	0	5	5
AT1G06180	156	139	147	273	271	305	159	188	151	282	275	310
AT1G06190	1752	1991	1695	1941	1848	1399	979	1059	1017	1283	1485	1322
AT1G06200	1151	1178	1185	1272	1231	1278	1105	1153	935	1568	1388	1420
AT1G06210	408	469	594	757	675	718	617	595	475	1248	992	1063
AT1G06220	1663	1752.975	2006	2083.96	2000.9	2008.989	1298.996	1388.998	1203.996	2532.979	2357.975	2477.947
AT1G06225	0	0	0	0	0	0	0	1	0	0	0	0
AT1G06230	1976	1976	2617	1719.999	1841	1803	2091	2149	1758	1945	1841	1857
AT1G06240	417	511	467	302	286	292	222	269	182	264	240	238
AT1G06250	42	59	44	29	32	43	22	48	40	43	34	57
AT1G06260	14.742	26.049	16.926	11.482	3.92	14.811	4.75	18.066	16.316	13.329	6.866	13.512
AT1G06265	174.258	205.952	242.074	169.519	149.081	124.189	109.25	135.933	86.684	103.671	93.134	78.488
AT1G06270	94	90	152	114	107	120	85	93	49	219	201	171
AT1G06280	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06290	1009.999	965.65	1166.45	1610.654	1527.438	1507.076	1271.007	1212.141	1005.416	2650.781	2456.514	2259.711
AT1G06310	47	40	47	42	59	69	7	11	6	39	56	37
AT1G06320	13	17	5	8	15	10	8	0	0	11	13	14
AT1G06330	3	5	14	4	16	10	0	0	0	26	14	26
AT1G06340	1	0	6	3	7	3	0	0	0	0	3	0
AT1G06350	7	9	9	143	174	186	4	2	4	174	185	115
AT1G06360	319	537	301	1190	1060	1032	37	62	47	624	784	671
AT1G06370	116	129	142	90	88	136	73	127	73	56	45	63
AT1G06380	166	221	224	186	218	164	135	154	137	257	237	230
AT1G06390	1791	1849	1878	1793	1718	1717	2116	1850	1782	1867	1621	1587
AT1G06400	1192	1269	1119	1236	1233	1233	1537	1544	1503	1355	1258	1223
AT1G06410	4049	4171	5003	3344	3019	2976	5164	5517	4830	3605	3210	3189
AT1G06420	29	52	59	96	94	112	8	10	13	83	110	96
AT1G06430	4486	4958	4213	2000	1743	1824	4881	5055	4983	1961	1681	1685
AT1G06440	45	60	52	53	55	67	44	45	38	91	94	127
AT1G06450	116	118	135	162	187	220	124	150	134	172	192	179
AT1G06460	2308	2256	2125	2546	2070	1632	2213	2050	1888	1271	1253	1050
AT1G06470	428	513	508	656	529	549	403	409	405	732	642	565
AT1G06475	25	8	25	59	51	62	17	26	15	101	112	132
AT1G06480	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06490	71	87	111	112	84	129	22	40	41	123	143	150
AT1G06500	204	216	216	379	343.001	322.999	201	183.999	179	317.001	287	309
AT1G06510	382	400	294	406	375	358	392	423	360	241	260	254
AT1G06515	304	318	338	381	374	393	322	325	285	384	417	412
AT1G06520	57	48	71	11	8	13	248	256	239	73	78	132
AT1G06530	1288	1344	1330	1241	1192	1129	1134	1296	1210	1311	1392	1322
AT1G06540	2	2	3	3	7	7	0	0	2	5	14	9
AT1G06550	564	548	705	1025	813	937	351	392	323	1272	1153	1130
AT1G06560	327	254	342	464	390	398.903	231	234	204	334	388	373
AT1G06570	1593	1646	1506	952	843	922.097	4663	4822	4611	756	696	688
AT1G06580	66	73	106	86	77	90	82	81	96	97	74	98
AT1G06590	319	321	408	378	386	385	464	401	363	448	364	366
AT1G06610	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06620	82	49	144	164	222	213	42	53	45	174	157	144
AT1G06630	390.999	398.001	554	460.51	446	498.999	371	436.001	375	427	325	398.001
AT1G06640	2205	1928	2581.007	2547	2596	2538	1408	1262	1066	2929	2916.818	2605
AT1G06645	389	466	340	211	230	205	309	319	223	92	101	79
AT1G06650	794	1000	940.993	839	764	842	1392	1256	1169	659	690.183	645
AT1G06660	71	50	43	131	132	131	15	7	3	116	151	140
AT1G06670	1741	1785	2668	1938	1748	1879	1321	1467	1312	2251	2021	2051
AT1G06680	33733	40092	32432	45788	43632	34001	27650	29120	24233	15243	14945	11409
AT1G06690	768	870	792	444	431	350	922	970	896	403	381	380
AT1G06700	2017	1982	2193	2028	1770	1849	2913	2963	2934	1959	1754	1716
AT1G06710	144	142	220	169	211	186	152	156	130	204	190	224
AT1G06720	1092	1020	1670	1439	1280	1344	641	716	603	1627	1531	1651
AT1G06730	382	480	544	354	364	305	395	456	391	461	411	356
AT1G06740	142.88	137.44	140.287	126.704	165.093	164.734	110.684	141	126.449	198	213.805	211.842
AT1G06750	2.12	7.56	7.713	16.296	8.907	5.266	6.316	11	7.551	9	2.195	3.158
AT1G06760	2590	2890	2757	4518	4660	4820	1885	1779	1737	4124	4079	4035
AT1G06770	238	225	330	289	279	354	225	233	236	282	260	290
AT1G06780	407	423	494	569	589	678	444	463	461	899	719	744
AT1G06790	167.267	182.306	180.833	250.416	262.314	314.743	173.178	153.966	129.264	300.232	304.471	315.046
AT1G06800	261.734	239.695	308.167	276.584	280.686	298.257	390.821	389.034	353.737	459.767	474.53	438.953
AT1G06810	0	0	0	1	0	0	0	0	1	1	0	0
AT1G06820	631	762	755	790	715	713	476	601	528	645	553	567
AT1G06830	40	92	109	86	80	61	20	20	17	176	256	235
AT1G06840	625	673	890	731	727	879	745	742	634	880	793	743
AT1G06850	186	170	223	255	262	256	229	259	234	464	398	396
AT1G06860	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06870	382	356	508	432	395	481	437	418	420	561	494	586
AT1G06890	1170	1242	1246.999	1309.999	1302	1347	1481	1483	1262	1989	1882	1788
AT1G06900	1922	1792	2542	1857	1713	1885	1282	1309	1165	2206	1841	1967
AT1G06910	95	160	149	137	152	160	133	111	93	134	104	167
AT1G06920	0	0	0	0	0	2	0	0	0	0	2	0
AT1G06923	10	7	16	3	7	5	3	0	1	21	24	16
AT1G06925	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06930	57	53	38	20	32	23	11	17	3	29	36	39
AT1G06950	4239	4503	5000	4624	4256	3699	3815	3975	3499	4146	4173	3786
AT1G06960	290	376.999	346	369	372	333	263.999	250.999	242.001	337	346	321
AT1G06970	0	0	4	3	9	7	2	3	1	6	9	5
AT1G06980	80	106	171	56	84	76	78	93	80	125	105	75
AT1G06990	1	0	5	4	1	2	0	0	0	0	1	2
AT1G07000	209	175	243	380	439	709	560	510	422	492	384	381
AT1G07010	1442	1737.001	1527	745	702.001	743	1174	1244	1067	595	546	497
AT1G07020	234	210	224	342	342	425	259	285	203	412	330	421
AT1G07025	0	0	0	0	0	0	0	1	0	0	0	0
AT1G07030	487	510	635	570	512	603	571	545	535	837	697	807
AT1G07040	494	486	545	740	595	675	2340	2276	2329	671	697	628
AT1G07050	163	212	178	363	265	166	65	107	87	83	113	57
AT1G07051	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07060	2	0	4	4	4	1	0	1	1	4	2	1
AT1G07070	338	311	327	434	453	428	173	175	170	522	531	531
AT1G07080	1585	1765	1631	1659	1691	1860	2743	2829	2394	2917	2915	2817
AT1G07090	194	147	215	226	265	313	320	354	313	535	492	536
AT1G07100	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07110	3730	3947	4030	2334	1855	1646	3077	3602	3118	1493	1480	1318
AT1G07119	12.8	9	16.901	8.308	13.472	10.17	10.903	16	12.876	30.208	30.962	32.978
AT1G07120	3.2	5	3.099	13.692	6.528	11.83	2.097	1	2.124	11.792	4.038	6.022
AT1G07128	70.301	48.709	60.153	48.274	33.803	32.848	74.853	88.226	106.595	57.295	41.628	70.892
AT1G07130	166.699	176.291	179.847	130.726	127.197	149.152	306.147	265.774	222.405	234.705	218.372	214.108
AT1G07135	230	289	312	182	237	484	416	472	1038	502	611	1259
AT1G07140	3544	3707	3942	3981	4080	3932	4222	4379	4074	5863	5815	5444
AT1G07150	114	133	129	68	51	58	665	663	659	127	138	161
AT1G07160	8	4	2	3	6	10	1	15	25	13	13	9
AT1G07170	372	399	310	456	477	496	294	307	301	374.001	334	378.001
AT1G07175	5	3	5	9	6	7	7	1	5	26	11	16
AT1G07180	1426	1923	1360	469	412	351	1033	1223	1027	175	150	149
AT1G07190	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07200	1928	2050	2105	1170	1032	1008	1468	1526	1282	918	770	754
AT1G07210	763	706	766	908	873	867	459	463	378	1174	1213	1218
AT1G07220	267	296	302	311	264	326	291	305	287	394	357	409
AT1G07230	759	789	740	1017	971	1037	1668	1571	1532	1357	1287	1288
AT1G07240	779	886	915	773	747	875	679	681	574	848	800	805
AT1G07250	875	831	843	645	780	620	888	960	795	791	772	781
AT1G07260	98	106	104	139	184	171	97	102	90	305	268	308
AT1G07270	17	25	38	30	29	24	6	3	10	49	44	40
AT1G07280	1111	1173	1011	913	770	806	841	835	771	739	688	559
AT1G07290	30	45	67	53	67	69	39	55	43	121	77	83
AT1G07300	87	80	81	111	94	106	79	81	61	92	131	117
AT1G07310	900	769	844	810	781	815	1353	1176	1169	966	955	846
AT1G07320	8168	9530	7726.999	6523	6476	4570.001	3781.999	4339.999	3765.001	3115	3790	3190
AT1G07330	7	9	2	5	6	2	10	2	5	0	3	7
AT1G07340	0	0	0	0	4	0	0	0	0	0	0	0
AT1G07350	998	947	1195	930	834	1054	1404	1369	1131	980	852	858
AT1G07360	689	794	873	841	861	860	852	786	723	1251	1178	1303
AT1G07370	207	213	296	387	339	347	119	78	70	585	619	591
AT1G07380	244	219	285	456	461	530	239	184	203	542	494	466
AT1G07390	152	114	149	169	178	221	139	217	168	226	232	189
AT1G07400	9	14	14	22	29	47	16	33	19	38	30	43
AT1G07410	31	37	67	47	63	52	44	41	19	184	117	133
AT1G07420	472	497	539	555	555	490	751	804	722	956	823	871
AT1G07430	1	6	9	303	215	357	6	15	28	568	315	604
AT1G07440	503	641	467	700	640	563	242	278	239	454	457	407
AT1G07450	56	85	39	32	16	20	41	40	45	4	10	11
AT1G07460	0	0	0	0	0	0	0	0	0	1	1	0
AT1G07470	506.85	466.053	609.318	778.985	693.643	748.89	666.457	724.044	666.314	765.52	635.044	772.744
AT1G07473	0	0	0	1	1	4	1	1	2	10	7	11
AT1G07476	0	0	0	0	1	0	0	0	0	0	0	2
AT1G07480	508.15	511.947	610.682	705.016	597.358	676.11	664.543	659.956	539.686	585.48	572.957	655.256
AT1G07485	2.251	0	1.127	2.615	1.206	5.825	0	1	3.057	5.839	0	8.658
AT1G07490	21.749	31	29.873	23.385	23.794	26.175	6	2	1.943	22.161	30	14.342
AT1G07500	2	0	3	3	2	5	1	0	2	7	5	26
AT1G07510	786	739	810	977	1024	1222	749	815	710	1526	1364	1602
AT1G07520	406	410	541	482	425	459	439	410	327	520	474	568
AT1G07530	1575	1558	1585	1294	1274	1388	1372	1446	1272	1190	1135	1271
AT1G07540	0	0	0	0	0	1	0	0	0	1	0	4
AT1G07550	5	7	3	3	12	5	0	0	1	0	0	0
AT1G07560	45	35	28	40	43	43	9	19	13	7	5	0
AT1G07570	633	588	621.999	432.999	413	445.999	1006.001	1002	929	516.001	450	444
AT1G07590	9051	12637.586	9842.759	21648.731	20576.057	21069.689	10241.552	10667.324	12122.797	17480	17065.8	14490.127
AT1G07600	0	13.04	24.167	10.269	10.868	6.834	3.448	4.565	9.856	0	3.2	7.846
AT1G07610	236	320	274	1576	1700	1208.338	271	324	339	936	855	851
AT1G07615	282	270	277	316	272	340	183	155	132	358	326	423
AT1G07620	32	22	16	85	72	135	58	44	27	13	17	16
AT1G07630	421	400	483	576	587	734	693	628	588	697	606	609
AT1G07640	649	637	682	835	790	763.001	373	488	342	464	478	477
AT1G07645	3	3	14	18	4	13	2	1	0	544	234	460
AT1G07650	1319	1260	1696	1383	1218	1414	2708	2573	2142	1628	1444	1216
AT1G07660	432.001	519	403.991	570.851	567.522	563	492	427.264	463.318	638	668.563	718
AT1G07670	2005.516	1807.883	2695.853	1987.624	2040.518	2186.233	2126.44	1944.43	1921.222	3444.535	2861.805	3206.072
AT1G07680	1	0	0	0	0	1	0	0	0	0	1	0
AT1G07690	14	24	27	11	8	9	3	0	0	0	0	0
AT1G07700	657	789	675	863.001	754	704	738.001	712.001	633.001	593	585.999	506
AT1G07702	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07705	376	466	596	677	523	580	435	403	346	619	632	715
AT1G07710	22	31	19	30	46	50	7	13	17	72	62	59
AT1G07720	567	551	654	653	667	826	1009	1160	1137	1503	1436	1384
AT1G07725	13.488	18.302	0	5.46	0	11.843	30.235	3.841	2.153	7.989	4.472	13.821
AT1G07728	461.512	518.699	472	409.539	408	408.157	567.765	535.159	486.847	453.011	439.528	432.179
AT1G07730	56.134	0	76.825	44.803	23.013	78.432	25.068	3.752	21.252	105.207	49.441	96.715
AT1G07740	147.866	163	140.175	158.197	155.987	143.568	93.932	95.248	84.748	201.793	177.559	205.285
AT1G07745	85	142	155	164	157	148	118	119	88	80	91	103
AT1G07747	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07750	593	436	580	672	749	824	546	549	439	1624	1413	1433
AT1G07770	7184	7625	6939	7354	7410	6405	4332	4337	3521	5707	5488	5427
AT1G07780	301.303	319.327	347.817	359.852	318.649	394.553	133.572	204.856	155.317	431.572	449.044	460.593
AT1G07790	870	1061	939	1056	1238	1144	465	444	400	1403	1546	1464
AT1G07795	4	0	6	2	9	5	2	2	0	19	8	15
AT1G07800	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07810	1470.484	1528.117	1939.147	1674.376	1687.482	1890.767	1871.56	2213.57	1770.778	2380.465	2145.195	2122.928
AT1G07820	1267.999	1538	1241.01	2256.149	2129.479	2156	945	985.736	828.681	2238	2333.436	2302
AT1G07830	442	450	462	506	558	546	242	269	179	556	562	584
AT1G07840	499	615.001	579	640.999	532	563	358	441	431	563	523	648
AT1G07850	1	0	0	3	0	1	12	2	0	0	0	0
AT1G07860	0	0	0	0	0	0	0	0	0	2.921	0	0
AT1G07870	241	176	256	453	379	472	144	167	140	362.079	405	294
AT1G07880	15	32	34	122	92	107	35	25	22	170	140	147
AT1G07885	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07890	8579.999	8670	8770	9682.001	9276.999	11583.001	17295.001	16828.999	16755	13191.001	11288	11917
