gene	Control_1	Control_2	Control_3
AT1G06510	22.19064541	20.5023065	21.81035719
AT1G06520	3.800260701	3.886997689	4.853451441
AT1G06530	111.2337014	116.7280284	115.7256973
AT1G06540	0.406012259	0.674076164	0
AT1G06550	45.28579739	37.09899878	44.53406898
AT1G06560	33.37524925	34.19784252	34.95084932
AT1G06570	28.5848829	31.94587483	33.77689207
AT1G06580	1.722611274	1.715964739	2.73039034
AT1G06590	7.865422577	7.304574736	8.789565598
AT1G06620	37.69929315	24.4413695	41.24249165
AT1G06630	11.33049762	9.712355936	11.60538033
AT1G06640	100.6442331	63.34913073	74.6070333
AT1G06645	3.769657248	3.476955905	4.452927718
AT1G06650	30.52378779	27.62583503	31.2420399
AT1G06660	2.354044724	2.16350648	2.031375885
AT1G06670	51.09626093	55.39579912	52.99419098
AT1G06680	1510.217042	1505.986292	1371.486052
AT1G06690	20.51183028	20.59485148	19.72990578
AT1G06700	50.36058784	43.53222686	49.22725653
AT1G06710	8.325934519	7.251418297	6.8266418
AT1G06720	66.98379868	72.16407878	78.94679717
AT1G06730	19.57141737	20.81389899	21.27034668
AT1G06740	5.425927778	5.683821312	5.431347385
AT1G06750	0.203938076	0.112861778	0.065700802
AT1G06760	221.0231249	217.8768869	218.8504475
AT1G06770	8.654046673	10.2031917	10.12162454
AT1G06780	14.4597452	9.528931304	10.97166224
AT1G06790	20.06468252	21.3405692	19.99815174
AT1G06800	9.908284815	9.171813348	10.67846886
AT1G06810	0	0	0
AT1G06820	24.11400945	27.66303583	27.83742033
AT1G06830	31.96364728	48.56596203	38.61534755
AT1G06840	26.36885627	20.41402948	22.69976771
AT1G06850	10.45062833	8.505151601	11.48666157
AT1G06870	24.23714063	25.72077147	27.45758391
AT1G06890	52.11646525	47.60185906	46.80361665
AT1G06900	46.67219376	44.57498804	48.29040167
AT1G06910	7.545407835	6.016332286	7.004636326
AT1G06920	0	0	0
AT1G06923	2.113350958	0.956907632	0.928415857
AT1G06925	0.363343378	0.301617876	0.351164702
AT1G06930	0	0.375501218	0.582913165
AT1G06950	170.9228071	180.0556166	189.1329608
AT1G06960	14.87030583	13.28706118	13.67324454
AT1G06970	0	0.135492814	0.105166829
AT1G06980	3.625740273	3.009792243	3.65022019
AT1G06990	0	0	0
AT1G07000	13.17231494	9.961341178	12.59749366
AT1G07010	11.3850472	13.94399884	14.4307397
AT1G07020	22.61513069	19.40960751	19.8195814
AT1G07025	0	0	0
AT1G07030	41.63287231	39.01113086	43.28569482
AT1G07040	13.36054974	12.33946955	12.39963749
AT1G07050	21.63668837	21.96140988	19.58073254
AT1G07060	0.118463652	0.098338809	0.343478833
AT1G07070	103.2660127	118.297706	110.4505398
AT1G07080	72.12915673	67.97278215	77.40209836
AT1G07090	30.03549455	29.60794284	29.30787648
AT1G07110	43.72939822	38.35619053	42.48123378
AT1G07120	1.856193222	1.637163106	2.01822374
AT1G07130	16.87612416	15.91333396	16.46881807
AT1G07135	66.72713102	90.26213907	99.91022507
AT1G07140	282.3494415	283.2024734	278.4893599
AT1G07150	8.491375613	8.723816452	10.07562439
AT1G07160	3.365707081	3.97923935	4.731482296
AT1G07170	29.031022	21.85264061	24.13459222
AT1G07175	0.397881722	0.330288777	0.192272688
AT1G07180	18.30888789	28.11429034	28.46619756
AT1G07190	0	0	0
AT1G07200	11.58408408	9.135348812	9.441795137
AT1G07210	70.79039555	75.32230073	74.46558331
AT1G07220	13.9020939	14.69385378	15.62339352
AT1G07230	25.46149651	21.37622877	23.62933874
AT1G07240	34.77999308	32.78046577	39.60250682
AT1G07250	28.16873549	22.96078311	23.20648203
AT1G07260	6.762635934	5.392188971	7.911955727
AT1G07270	1.038440922	1.72405699	1.389647186
AT1G07280	30.20768592	24.59602129	24.49228284
AT1G07290	1.816525757	2.124811467	2.633458173
AT1G07300	3.751731624	3.114379931	3.527980258
AT1G07310	34.36246347	32.25778731	35.58873923
AT1G07320	302.9823491	325.7889886	296.8062931
AT1G07330	0	0.133685625	0.051882063
AT1G07340	0	0	0
AT1G07350	19.23466185	15.44137509	14.99436088
AT1G07360	59.8000479	67.26261037	64.30078587
AT1G07370	25.41988858	35.28448699	31.41463483
AT1G07380	8.886909942	6.343438349	7.440183394
AT1G07390	3.312306068	4.62580584	5.272701379
AT1G07400	13.17183267	55.12646722	56.93288422
AT1G07410	3.554941482	1.702512054	2.775057642
AT1G07420	42.67887217	39.60474729	44.89505647
AT1G07430	1.39999673	1.367249974	0.955109031
AT1G07440	18.3509779	18.01190988	17.95897598
AT1G07450	1.287912528	1.336399205	0.933557853
AT1G07460	0	0.113997308	0
AT1G07470	20.61898422	17.96428932	20.46646062
AT1G07473	0	0.14101615	0
AT1G07476	0	0	0
AT1G07480	15.46623875	13.55538745	15.3649846
AT1G07485	1.659743769	1.377783169	1.374953031
AT1G07490	2.444927403	1.623662586	1.890381945
AT1G07510	15.0068661	14.39788541	15.13642759
AT1G07500	0	0	0
AT1G07520	0.165109754	0.182747437	0.106383696
AT1G07530	26.54952377	22.7308453	20.66727289
AT1G07540	0	0	0
AT1G07550	1.113617164	0.462216823	0.645774322
AT1G07560	3.816940537	1.70612132	2.383663429
AT1G07570	15.49647936	17.84348302	18.63505496
AT1G07590	777.1919384	314.5146406	423.2814137
AT1G07600	0	0	0
AT1G07610	395.8112889	110.6524645	152.2289853
AT1G07615	20.52250168	18.98085797	20.64974236
AT1G07620	4.244191238	4.403974398	6.28963042
AT1G07630	22.60286486	25.16630618	27.39325471
AT1G07640	16.19289223	17.94835882	20.17925451
AT1G07650	32.07863439	33.55513515	36.34247819
AT1G07645	0.928783073	0.963749427	0.897651782
AT1G07660	47.82846904	44.03453892	38.87130603
AT1G07670	35.1200604	33.80491963	35.00238251
AT1G07680	0.223595925	0.185611001	0.216101355
AT1G07690	0.548187448	1.365180795	2.825669869
AT1G07700	21.81406815	26.39780518	24.83096667
AT1G07705	22.80923964	23.84680134	26.70908334
AT1G07710	1.243117787	0.756751926	1.12135381
AT1G07720	53.34393419	59.80832335	54.73750495
AT1G07725	9.016559944	6.852289615	7.916547934
AT1G07740	9.035193346	9.167004708	8.218680873
AT1G07730	0.402472665	0.668199603	0
AT1G07745	6.207097899	4.606133271	6.726203225
AT1G07747	0	0	0
AT1G07750	33.49909861	20.64800817	23.07051116
AT1G07770	349.0628622	330.5950884	329.0113713
AT1G07780	41.67942895	45.82592594	43.42455568
AT1G07790	89.79905929	113.0377523	93.54731241
AT1G07795	0.190259805	0.78969044	0.183882607
AT1G07810	32.6973282	33.48304734	34.75320958
AT1G07820	126.63074	137.7598015	121.9209374
AT1G07830	54.01378432	44.48660428	49.2047058
AT1G07840	45.15682626	55.65531867	50.98064437
AT1G07850	0.072267191	0	0
AT1G07870	9.458107624	5.624013323	6.094058207
AT1G07860	0	0	0
AT1G07880	5.264047964	5.879341626	5.92012297
AT1G07885	0.783515837	0.867214127	1.766925221
AT1G07890	641.3615518	892.7296011	907.6763957
AT1G07900	2.326964599	2.28286522	1.022258431
AT1G07902	0.983075194	1.088091211	0.31670804
AT1G07901	1.025910714	1.703253889	2.97457159
AT1G07910	11.97217746	11.6995412	12.59615833
AT1G07920	1119.363561	1277.322161	1207.01167
AT1G07930	1134.717916	1308.011306	1243.501278
AT1G07940	734.0464909	836.1194438	796.3203747
AT1G07950	22.90398012	18.61413179	21.5170796
AT1G07960	29.52475602	27.62836251	31.12923757
AT1G07970	17.80491013	15.4122233	17.03830167
AT1G07980	17.95129124	17.35501688	17.7727541
AT1G07985	1.333030482	0.414964721	0
AT1G07990	27.14777133	23.1257973	25.59675867
AT1G08000	11.28457355	11.28617779	10.18362426
AT1G08005	0	0	0
AT1G08010	23.09714374	23.80691534	25.20634822
AT1G08030	19.31977666	18.03506277	17.30428189
AT1G08035	0.184881436	0.306946814	0
AT1G08040	16.29582043	12.51678194	15.65909615
AT1G08050	2.647591265	2.982746419	4.20382226
AT1G08060	8.119253262	7.643836656	8.602078844
AT1G08065	0	0	0
AT1G08070	2.731471708	3.11114384	3.192458057
AT1G08080	0	0	0
AT1G08090	0.148710885	0.493790327	0.431179018
AT1G08100	0	0	0
AT1G08110	84.64819823	86.26961461	88.40671811
AT1G08120	0.449754554	0.248899565	0.579572688
AT1G08125	27.89493195	28.66943853	25.56914888
AT1G08130	46.05199207	54.12562359	57.28804544
AT1G08135	0	0	0
AT1G08140	0	0	0
AT1G08150	0	0	0
AT1G08160	17.69695982	15.84026117	15.61650085
AT1G08165	2.427283597	0.671643931	2.73691252
AT1G08170	0.167339381	0	0
AT1G08180	6.717680492	6.800570069	4.433912558
AT1G08190	50.50274634	45.59152187	45.9336746
AT1G08200	152.6278381	153.9447183	159.8389106
AT1G08210	18.73824821	14.09014044	20.54651886
AT1G08220	20.09651244	22.74084969	20.24071693
AT1G08230	7.892061753	9.163315617	8.674448995
AT1G08250	0.427928951	0	0.330868378
AT1G08260	8.610309583	9.544895518	10.02739738
AT1G08270	2.604016689	1.561185247	1.11854858
AT1G08280	20.90360414	18.09880022	18.32023734
AT1G08290	1.739446504	1.512705169	1.681143099
AT1G08300	6.056706837	6.192109641	7.024435104
AT1G08310	3.069430775	0.702893716	2.557369371
AT1G08315	20.34962946	13.66470946	16.78631069
AT1G08320	7.859208866	2.828618066	2.655867491
AT1G08340	6.609024813	4.518105054	4.414890466
AT1G08350	8.042906365	7.789321518	8.32855852
AT1G08360	621.7767567	668.1634838	651.0935242
AT1G08370	37.55084019	36.25313444	36.55710393
AT1G08380	2008.146944	1928.392234	1753.940339
AT1G08390	7.173101527	7.005318416	5.50535629
AT1G08400	6.533140782	7.153116307	6.150863321
AT1G08410	44.0358711	51.61377699	44.36664719
AT1G08420	31.82792584	28.32172058	31.38813071
AT1G08430	6.003225623	2.059799387	1.701922144
AT1G08440	0	0	0
AT1G08450	49.03940686	47.37421239	48.31957858
AT1G08460	11.96737381	7.848671408	8.882366472
AT1G08465	10.18913953	14.88212837	13.58721731
AT1G08470	19.18342021	18.08094533	16.51256451
AT1G08480	92.95776983	92.94656474	89.16774104
AT1G08490	40.61796499	47.64768713	44.99528769
AT1G08500	7.201318833	6.788513071	8.729419271
AT1G08510	85.24123201	80.64462541	92.47055083
AT1G08520	115.0953044	113.8328461	109.3433609
AT1G08530	10.63145046	9.491423111	11.24445082
AT1G08540	76.68194419	79.68011222	73.37131418
AT1G08550	31.89097451	33.73451206	30.7633325
AT1G08560	19.47898006	23.69071319	18.16935287
AT1G08570	18.9566034	12.31530073	12.74518889
AT1G08580	152.1911547	191.5622756	184.3503789
AT1G08590	8.848377129	6.440101701	6.930600812
AT1G08600	18.8705395	17.41964205	18.65867634
AT1G08610	28.34586995	30.70506574	27.25418254
AT1G08620	13.42560632	10.8086822	13.45729481
AT1G08630	0.823763231	1.491972395	2.460833558
AT1G08640	120.7930543	134.6448538	132.3837686
AT1G08645	0	0	0
AT1G08650	33.39880191	22.56294441	21.03487782
AT1G08660	37.28899025	33.13693411	33.34389057
AT1G08670	3.104195876	0.784258347	1.565294766
AT1G08680	25.54620958	22.78044921	24.94447787
AT1G08695	0	0	0
AT1G08700	31.28590749	31.52035264	28.42818845
AT1G08710	13.63549632	11.75109646	14.08384692
AT1G08720	12.13343973	11.67094644	13.86734326
AT1G08730	0.383631587	0.391950134	0.342251892
AT1G08750	13.72415474	12.8261823	13.61551154
AT1G08760	12.52461567	10.26188405	11.94760568
AT1G08770	20.85648209	17.56983503	21.50123402
AT1G08780	53.54998868	54.71114979	58.66972695
AT1G08790	0	0	0.427935546
AT1G08800	15.82195255	11.90019621	14.3658287
AT1G08810	17.63912089	16.72021102	18.1997706
AT1G08820	25.2451953	21.19904287	22.81759979
AT1G08830	51.06285494	60.29869954	55.95465596
AT1G08840	5.740141578	4.792860281	6.456143514
AT1G08845	15.55373908	16.58349923	17.23899444
AT1G08860	0.656754558	0.545183776	1.05790203
AT1G08880	95.63013237	109.3896666	106.7285995
AT1G08890	28.8130911	15.43562476	17.97123775
AT1G08900	11.15677902	7.728514523	9.816086248
AT1G08910	24.98263633	26.74061765	28.83872209
AT1G08920	14.5794049	14.51110921	20.18969848
AT1G08930	203.812621	224.3342294	256.3812371
AT1G08940	19.63724075	14.3051583	17.94616
AT1G08960	13.90460357	16.65922297	15.72448187
AT1G08970	34.74912479	37.99212644	36.7790037
AT1G08980	41.91037667	35.53606978	37.41946766
AT1G08985	0	0	0
AT1G08990	4.066070424	1.513073687	1.693871718
AT1G09000	3.998659766	3.769442059	3.406115655
AT1G09010	33.10132325	26.76045251	27.71641633
AT1G09020	38.62572403	33.0593567	37.75804203
AT1G09030	0	0	0
AT1G09040	5.642669278	5.376510714	5.595802385
AT1G09050	4.777175544	4.774929459	3.910360727
AT1G09060	24.89173291	22.12164543	24.62345923
AT1G09070	149.1454432	165.0236665	206.3956321
AT1G09080	0.221596714	0.12263428	0.214169155
AT1G09090	14.06344691	4.245207398	7.807011479
AT1G09100	45.72976814	44.54444793	51.56314454
AT1G09130	147.9311193	159.1646492	161.841728
AT1G09140	61.36637733	56.83250876	63.41137921
AT1G09150	45.16121551	51.23873541	50.40096447
AT1G09155	1.151327672	0.637158545	0.2472749
AT1G09157	0	0	0.177223307
AT1G09160	41.79013974	42.79717584	42.7489209
AT1G09170	1.136873534	0.566243507	0.439506956
AT1G09176	0	0.182747437	0
AT1G09180	1.703819151	0.883981835	1.440871177
AT1G09190	12.83723221	13.88563487	12.12497304
AT1G09195	3.772932752	3.346498504	3.996131738
AT1G09200	119.1614094	149.4003353	130.4567674
AT1G09210	112.6064024	113.8413576	113.312122
AT1G09220	5.622603199	4.900795295	5.253004635
AT1G09230	23.0166225	20.829845	25.82181295
AT1G09240	10.40462121	14.58084878	15.78664295
AT1G09245	0	0	0
AT1G09250	51.83360078	50.62118202	48.68174158
AT1G09260	0	0	0
AT1G09270	63.18876199	55.73997924	58.77540701
AT1G09280	25.17503405	17.71375372	22.40015979
AT1G09290	28.29349721	25.24115253	23.2603934
AT1G09300	16.19527576	18.8896566	19.02068242
AT1G09310	1032.092112	1336.058012	1063.609353
AT1G09320	13.89130689	14.0597039	15.22057172
AT1G09330	40.42885039	37.35583045	38.12072329
AT1G09340	118.4315773	129.710931	115.7626483
AT1G09350	0.812234615	0.421406606	0.490631148
AT1G09360	0	0	0
AT1G09370	0	0.196529295	0
AT1G09380	1.052168027	1.191032199	1.386683283
AT1G09390	15.19347744	10.08990321	10.02577567
AT1G09400	0.582427975	0	0.093817657
AT1G09410	3.361561462	2.391850851	2.453241517
AT1G09415	22.28653978	16.51116118	15.74933477
AT1G09420	7.464526358	8.686594835	9.034765444
AT1G09430	50.65414693	39.93988217	41.43636904
AT1G09440	7.26686756	5.68765138	7.223959577
AT1G09450	2.847425656	2.540976721	2.889583831
AT1G09460	18.73721649	14.93193655	20.38575769
AT1G09470	5.356799731	5.95700161	5.763352167
AT1G09480	1.778296895	3.542871005	4.812335609
AT1G09483	0	0	0
AT1G09490	23.35672324	24.51462054	22.83331351
AT1G09500	14.22514727	15.11494492	27.96805893
AT1G09510	0.283841482	0.117810961	0.137163789
AT1G09520	35.85823268	36.50616364	37.92578778
AT1G09530	27.27837902	37.50457763	37.34907413
AT1G09540	1.712704601	0.919953882	0.778963549
AT1G09550	0	0	0
AT1G09560	101.1889099	66.68926108	80.61161738
AT1G09570	49.65981934	37.37394256	41.61373857
AT1G09575	3.260150918	3.102355298	4.534187394
AT1G09580	17.23304732	15.85522113	15.26747175
AT1G09590	737.6603927	845.4487427	774.5211339
AT1G09600	0.658237552	0.504382926	0.293619002
AT1G09610	0.665103133	0.993805341	1.02849594
AT1G09620	144.8966508	165.9910199	162.7546441
AT1G09625	0	0	0
AT1G09630	24.70070115	24.20007436	25.81590678
AT1G09640	414.5468448	436.0670607	434.3377911
AT1G09645	36.44459372	32.64961507	31.56123029
AT1G09650	0.446344093	0.494024351	0.71897228
AT1G09660	67.02305987	73.5626623	72.45523635
AT1G09665	0	0	0
AT1G09680	3.601476236	3.799347167	4.06088741
AT1G09690	948.9207785	1065.409062	991.3988987
AT1G09700	26.85602483	30.5185184	26.45985194
AT1G09710	7.140753431	6.476526057	5.942878287
AT1G09720	0.056320179	0	0
AT1G09730	20.71564245	18.90091929	20.94738278
AT1G09740	53.68677775	21.6152919	28.55921391
AT1G09750	192.8731647	188.9251804	172.4686014
AT1G09760	76.76743317	76.64642502	78.52868999
AT1G09770	96.12164448	86.79806312	88.72666325
AT1G09780	275.0468713	298.7066347	291.6774726
AT1G09790	0	0	0
AT1G09794	6.306602918	6.592505009	6.095215893
AT1G09795	81.79540109	88.18383543	91.86246221
AT1G09800	14.25328847	13.90249571	11.9675017
AT1G09810	22.62065466	24.88855824	25.41972683
AT1G09812	1.21207984	2.389652054	2.928632261
AT1G09815	51.88903779	61.91890947	55.58269724
AT1G09820	7.374163591	6.471221656	5.36221429
AT1G09830	61.16872536	76.60654654	73.95725941
AT1G09840	22.59703337	15.5814114	21.42865718
AT1G09850	24.27930134	27.36872345	29.35352068
AT1G09860	0.224877277	0	0.108669879
AT1G09870	20.69509545	22.8617785	27.46350149
AT1G09880	0.1322919	0.549089433	0.511430766
AT1G09890	1.765933718	1.353169252	2.231894045
AT1G09900	45.85769512	51.1189429	47.5285888
AT1G09910	5.813494048	5.294418643	6.491432931
AT1G09920	34.88096429	29.35378377	33.71181136
AT1G09930	0	0.053864788	0.125426334
AT1G09932	2.719409898	2.528322821	3.889824387
AT1G09935	0	0	0
AT1G09940	20.39609316	22.43675222	28.87942768
AT1G09950	2.708311931	2.443715726	2.162310481
AT1G09960	6.584431013	6.347444129	7.184858307
AT1G09970	168.3505796	171.6556122	210.5629618
AT1G09980	20.70781298	19.93885059	19.92837456
AT1G09995	7.639219452	4.187752331	5.014980202
AT1G10000	2.483987284	1.76743075	2.172087318
AT1G10010	0.097191541	0	0
AT1G10020	18.20612253	18.48510592	17.17526434
AT1G10030	31.35914835	31.49007258	27.37500471
AT1G10040	2.918210252	2.275643154	2.478530356
AT1G10050	5.638687016	4.230034207	4.601958283
AT1G10060	25.22962974	26.27919333	29.72522517
AT1G10070	2.598154018	2.900489714	5.628256177
AT1G10090	28.04861046	23.68664262	22.57301183
AT1G10095	1.681954552	2.972598993	2.831652319
AT1G10100	0	0	0
AT1G10110	0.684935299	1.610968497	2.537579982
AT1G10120	14.98863717	13.82481937	14.28504473
AT1G10130	31.224089	27.28387172	30.47799584
AT1G10140	33.99566063	14.99209261	26.95233649
AT1G10150	11.4093022	9.829819596	11.02688103
AT1G10155	1.193645166	0.330288777	0.640908961
AT1G10170	43.19348997	54.76858642	63.65956841
AT1G10180	21.10694714	16.9289888	18.15840748
AT1G10190	0	0	0
AT1G10200	107.160452	86.22990061	90.02746276
AT1G10210	5.767309388	3.364222429	5.122052768
AT1G10220	0.261607232	0.108582435	0
AT1G10225	0	0.243549388	0
AT1G10230	31.26124158	39.06236042	30.84948775
AT1G10240	8.643288715	7.680875419	8.085836858
AT1G10250	0	0	0
AT1G10270	36.29351804	42.63864153	40.97273219
AT1G10280	5.21313841	5.071312501	4.880952449
AT1G10290	55.25507667	58.06963542	61.64584695
AT1G10300	3.160837954	2.027534721	3.332609269
AT1G10310	24.55997966	28.70221021	29.83672115
AT1G10320	15.06803602	13.79833618	12.47322508
AT1G10330	3.034104497	3.526130635	3.518887526
AT1G10340	0.768679429	1.212379788	1.4858291
AT1G10350	10.00909529	7.084963657	7.048984777
AT1G10360	14.49376021	14.20744637	13.56089072
AT1G10370	37.34668763	63.12758143	55.71167446
AT1G10380	8.130812269	8.066515735	8.52910957
AT1G10385	0.129669012	0.05382029	0
AT1G10390	69.30735085	67.92356736	73.99198854
AT1G10395	0	0	0
AT1G10400	2.305351088	0.832049314	2.034333444
AT1G10410	25.28376384	23.14408376	30.38025664
AT1G10417	0.729049416	0.363118223	0.845535445
AT1G10430	34.4611715	29.9373892	30.20784847
AT1G10450	23.71856235	23.46732127	26.57129686
AT1G10455	0	0	0
AT1G10460	1.770274503	1.763444064	0.912500157
AT1G10470	63.78779487	59.77982963	62.80611639
AT1G10480	2.458477603	1.177399902	1.553586487
AT1G10490	48.68520691	54.90330404	56.54212685
AT1G10500	74.03978269	75.1369966	89.62650791
AT1G10510	57.45624885	63.39194091	62.30413136
AT1G10520	3.650333472	3.636249001	3.684779381
AT1G10522	99.47010805	103.478885	95.15254373
AT1G10530	2.988299045	1.697280554	1.368064489
AT1G10540	0.366910564	0.79190556	0.212767393
AT1G10550	11.30455093	8.197614331	9.418655905
AT1G10560	1.284086921	2.081128097	1.536533669
AT1G10570	14.57795305	13.09248581	12.51034793
AT1G10580	62.84299585	68.32820835	76.99298093
AT1G10585	28.6296118	40.79231241	66.3529209
AT1G10586	0	0	0
AT1G10588	0	0	0
AT1G10590	179.5011807	190.3760799	187.7499059
AT1G10600	21.10541814	20.10490355	21.06678586
AT1G10610	3.59221871	3.759869406	3.924658636
AT1G10620	0	0	0
AT1G10630	91.98201807	81.38934155	82.70696576
AT1G10640	2.365925039	3.682494278	2.215166125
AT1G10650	17.19215107	16.84038648	16.69897775
AT1G10657	2.88007962	3.486591964	2.319620048
AT1G10660	19.25429229	18.48507381	15.61531102
AT1G10670	164.9883196	172.2939988	163.5203391
AT1G10680	0.039162759	0.032509711	0.037850088
AT1G10690	4.392973974	3.085658015	2.122864332
AT1G10700	22.16075323	22.51797431	24.70619567
AT1G10710	0.111085874	0.092214383	0.214724913
AT1G10715	0	0	0
AT1G10717	0	0	0
AT1G10720	22.63327292	16.63695654	18.78547551
AT1G10730	6.899531398	7.230874272	7.501804176
AT1G10740	12.65520845	11.82535599	12.35910011
AT1G10745	0	0	0
AT1G10747	0	0	0
AT1G10750	3.893570673	3.105373154	3.32035107
AT1G10760	126.3189207	120.7074741	113.1753667
AT1G10770	2.152464568	1.786799571	1.440219789
AT1G10780	7.342855718	6.884257877	7.263717197
AT1G10790	1.417925378	0.706227222	0.822239301
AT1G10800	2.305473772	1.594846053	1.485465372
AT1G10810	1.741897723	0.963987096	1.215869892
AT1G10820	19.80165511	19.80543622	19.23129177
AT1G10830	21.19648959	25.70656454	22.3899229
AT1G10840	146.9060718	156.8795963	152.6841827
AT1G10850	18.31250625	17.06915885	15.22088283
AT1G10865	37.21609161	26.16882126	29.62125684
